Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
Valero,401K PLANS,AMUNDI ASSET MANAGEMENT US INC.,VALERO ENERGY CORPORATION,High,word_boundary,"Recordkeeper: AMUNDI ASSET MANAGEMENT US INC. | Matched employer: VALERO ENERGY CORPORATION | Confidence: High (96%) | Match method: word_boundary | Plan: VALERO ENERGY CORPORATION THRIFT PLAN | Participants: 10,238 | Plan year: 2024 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: AMUNDI ASSET MANAGEMENT US INC.. Large plan with no Schedule C recordkeeper codes 15/64 in DOL data — verify the Notes to Financial Statements (Schedule H attachment) for the named record keeper.",False,mismatch
McDonalds,401K PLANS,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
Haircuttery,401K PLANS,No match found,,none,,No match found for input: Haircuttery,False,our_no_match
Cindy's Hair Pros,401K PLANS,No match found,,none,,No match found for input: Cindy's Hair Pros,False,our_no_match
Trump & son electrical,401K PLANS,No match found,,none,,No match found for input: Trump & son electrical,False,our_no_match
Bon app�tit,401K PLANS,No match found,,none,,No match found for input: Bon app�tit,False,our_no_match
"NATIONAL BEEF PACKING COMPANY, LLC",PRINCIPAL LIFE INSURANCE COMPANY,Fidelity Investments,"NATIONAL BEEF PACKING COMPANY, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: NATIONAL BEEF PACKING COMPANY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: NATIONAL BEEF UNION 401(K) PLAN | Participants: 6,213 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
ARS,FIDELITY,Empower Retirement,"ARS ACQUISITIONS HOLDINGS, LLC",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: ARS ACQUISITIONS HOLDINGS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: ARS EMPLOYEE 401(K) PLAN | Participants: 6,658 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"BAY HUMAN SERVICES, INC.",PRINCIPAL LIFE INSURANCE COMPANY,ADP,"BAY HUMAN SERVICES, INC.",High,exact_normalized,"Recordkeeper: ADP | Matched employer: BAY HUMAN SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BAY HUMAN SERVICES 403(B) PLAN | Participants: 525 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
McDonald?s,360 PAYROLL INTEGRATION,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
Jerseys Mike subs,401K PLANS,No match found,,none,,No match found for input: Jerseys Mike subs,False,our_no_match
Cantina,401K PLANS,No match found,,none,,No match found for input: Cantina,False,our_no_match
Morris and bean,401K PLANS,No match found,,none,,No match found for input: Morris and bean,False,our_no_match
Comfort suites and Inn,HARTFORD LIFE INSURANCE COMPANY,No match found,,none,,No match found for input: Comfort suites and Inn,False,our_no_match
HPCCA - HAIG POINT,TRANSAMERICA,Empower Retirement,HPCCA - HAIG POINT,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: HPCCA - HAIG POINT | Confidence: High (100%) | Match method: exact_normalized | Plan: HPCCA - HAIG POINT 401(K) PLAN | Participants: 157 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
LUTHERAN SENIORLIFE/PASSAVANT RETIREMENT & HEALTH CENTER,AXA EQUITABLE LIFE INSURANCE,Transamerica,LUTHERAN SENIORLIFE/PASSAVANT RETIREMENT & HEALTH CENTER,High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: LUTHERAN SENIORLIFE/PASSAVANT RETIREMENT & HEALTH CENTER | Confidence: High (100%) | Match method: exact_normalized | Plan: LUTHERAN SENIORLIFE EMPLOYEES' RETIREMENT SAVINGS PLAN | Participants: 1,490 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
St. John's Providence Hospital,401K PLANS,No match found,,none,,No match found for input: St. John's Providence Hospital,False,our_no_match
Delmarva cleaning,401K PLANS,No match found,,none,,No match found for input: Delmarva cleaning,False,our_no_match
Perennial properties,401K PLANS,No match found,,none,,No match found for input: Perennial properties,False,our_no_match
"ELDORADO COUNTRY CLUB, INC.",ADP,"THE WATERFORD GROUP, LLC","ELDORADO COUNTRY CLUB, INC.",High,exact_normalized,"Recordkeeper: THE WATERFORD GROUP, LLC | Matched employer: ELDORADO COUNTRY CLUB, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ELDORADO COUNTRY CLUB 401(K) PROFIT SHARING PLAN | Participants: 272 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"J. F. SHEA CO., INC.",MASSACHUSETTS MUTUAL LIFE INS,Empower Retirement,"J. F. SHEA COMPANY, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: J. F. SHEA COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: J. F. SHEA COMPANY, INC. RETIREMENT SAVINGS PLAN | Participants: 2,608 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
QES Wireline,401K PLANS,No match found,,none,,No match found for input: QES Wireline,False,our_no_match
Sitterle homes,401K PLANS,No match found,,none,,No match found for input: Sitterle homes,False,our_no_match
State of tennessee,EMPOWER RETIREMENT,Transamerica,TENNESSEE STATE BANK,High,fuzzy,"Recordkeeper: Transamerica | Matched employer: TENNESSEE STATE BANK | Confidence: High (95%) | Match method: fuzzy | Plan: TENNESSEE STATE BANK RETIREMENT PLAN | Participants: 225 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 95, meeting the 92 threshold.",False,mismatch
State of Tennessee,EMPOWER RETIREMENT,Transamerica,TENNESSEE STATE BANK,High,fuzzy,"Recordkeeper: Transamerica | Matched employer: TENNESSEE STATE BANK | Confidence: High (95%) | Match method: fuzzy | Plan: TENNESSEE STATE BANK RETIREMENT PLAN | Participants: 225 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 95, meeting the 92 threshold.",False,mismatch
Tennoco,ADP,No match found,,none,,No match found for input: Tennoco,False,our_no_match
Firesteel,401K ADMINISTRATORS,No match found,,none,,No match found for input: Firesteel,False,our_no_match
Jane Adams Hull House Association,401K PLANS,No match found,,none,,No match found for input: Jane Adams Hull House Association,False,our_no_match
"CARLEY FOUNDRY, INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,ADP,"CARLEY FOUNDRY, INC",High,exact_normalized,"Recordkeeper: ADP | Matched employer: CARLEY FOUNDRY, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: CARLEY FOUNDRY, INC. 401(K) RETIREMENT PLAN | Participants: 193 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"GEORGE'S, INC.",BOKF,ADP,"GEORGES ENTERPRISES, LLC",High,exact_normalized,"Recordkeeper: ADP | Matched employer: GEORGES ENTERPRISES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GEORGES ENTERPRISES 401(K) PLAN | Participants: 1,073 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
McDonald's,401K PLANS,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",False,mismatch
K mart,401K PLANS,Principal,FRANK MARTZ COACH COMPANY,High,spacing_insensitive,Recordkeeper: Principal | Matched employer: FRANK MARTZ COACH COMPANY | Confidence: High (93%) | Match method: spacing_insensitive | Plan: THE MARTZ GROUP 401(K) PLAN | Participants: 144 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.,False,mismatch
Weiser Security Services,ADP,"HEARD MCELROY & VESTAL, LLC","WEISER SECURITY SERVICES, INC.",High,exact_normalized,"Recordkeeper: HEARD MCELROY & VESTAL, LLC | Matched employer: WEISER SECURITY SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WEISER SECURITY SERVICES, INC. 401(K) PLAN | Participants: 2,924 | Plan year: 2021 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
bass pro shops,ADP,No match found,,none,,No match found for input: bass pro shops,False,our_no_match
THE WENDY'S COMPANY,GREAT-WEST LIFE AND ANNUITY INSURANCE,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Live oak,BETTERMENT HOLDINGS,Fidelity Investments,LIVE OAK BANKING COMPANY,High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: LIVE OAK BANKING COMPANY | Confidence: High (96%) | Match method: word_boundary | Plan: LIVE OAK BANKING COMPANY 401(K) PLAN | Participants: 1,123 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"HOME LIFE HEALTH CARE, LLC",JPMORGAN CHASE BANK,JP MORGAN,"HOME LIFE HEALTH CARE, LLC",High,exact_normalized,"Recordkeeper: JP MORGAN | Matched employer: HOME LIFE HEALTH CARE, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: ALVITA CARE 401(K) PLAN | Participants: 219 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
SUNRISE MANOR,GREAT-WEST LIFE AND ANNUITY INSURANCE,GREAT- WEST LIFE & ANNUITY INSURANC,SUNRISE MANOR,High,exact_normalized,Recordkeeper: GREAT- WEST LIFE & ANNUITY INSURANC | Matched employer: SUNRISE MANOR | Confidence: High (100%) | Match method: exact_normalized | Plan: TAX DEFERRED ANNUITY PLAN FOR EMPLOYEES OF SUNRISE MANOR | Participants: 227 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
PETERSEN Healthcare,TRANSAMERICA,ADP,"PETERSEN HEALTH CARE MANAGEMENT, LLC",High,spacing_insensitive,"Recordkeeper: ADP | Matched employer: PETERSEN HEALTH CARE MANAGEMENT, LLC | Confidence: High (93%) | Match method: spacing_insensitive | Plan: PETERSEN HEALTH CARE, INC. 401(K) PLAN | Participants: 2,373 | Plan year: 2021 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
Liberty Village,FIDELITY,No match found,,none,,No match found for input: Liberty Village,False,our_no_match
Super 8,401K PLANS,Empower Retirement,"SUPER ENTERPRISES-USA, INC.",High,fuzzy,"Recordkeeper: Empower Retirement | Matched employer: SUPER ENTERPRISES-USA, INC. | Confidence: High (95%) | Match method: fuzzy | Plan: SUPER MILLWORK 401(K) PLAN | Participants: 181 | Plan year: 2021 | Reason: RapidFuzz WRatio scored 95, meeting the 92 threshold.",False,mismatch
Support solutions,401K PLANS,Fidelity Investments,"GEORGIA COMMUNITY SUPPORT AND SOLUTIONS, INC. DBA INCOMMUNITY",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: GEORGIA COMMUNITY SUPPORT AND SOLUTIONS, INC. DBA INCOMMUNITY | Confidence: High (96%) | Match method: word_boundary | Plan: GCSS, INC DBA INCOMMUNITY 401(K) PLAN | Participants: 515 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
PILGRIM'S PRIDE CORPORATION,EPOWER ANNUITY INSURANCE COMPANY,Empower Retirement,PILGRIM'S PRIDE CORPORATION,High,spacing_insensitive,"Recordkeeper: Empower Retirement | Matched employer: PILGRIM'S PRIDE CORPORATION | Confidence: High (93%) | Match method: spacing_insensitive | Plan: PILGRIM'S PRIDE RETIREMENT SAVINGS PLAN | Participants: 42,223 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
Revzilla inc,401K PLANS,Fidelity Investments,"REVZILLA MOTORSPORTS, LLC",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: REVZILLA MOTORSPORTS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: REVZILLA MOTORSPORTS, LLC 401(K) PROFIT SHARING PLAN & TRUST | Participants: 1,710 | Plan year: 2020 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Sp plus llc,401K PLANS,Principal,SP PLUS CORPORATION,High,exact_normalized,"Recordkeeper: Principal | Matched employer: SP PLUS CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: SP+ 401(K) SAVINGS PLAN | Participants: 15,333 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
FIDELITY BANK,VOYA RETIREMENT INSURANCE AND ANNUITY,Empower Retirement,THE FIDELITY BANK,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: THE FIDELITY BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: THE ENHANCED CAPITAL ACCUMULATION PLAN FOR THE EMPLOYEES OF THE FIDELITY BANK | Participants: 725 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Marketplace grill,ADP,No match found,,none,,No match found for input: Marketplace grill,False,our_no_match
Kamaile Academy PCS,T ROWE PRICE,No match found,,none,,No match found for input: Kamaile Academy PCS,False,our_no_match
Nulink,401K ADMINISTRATORS,No match found,,none,,No match found for input: Nulink,False,our_no_match
Sailormen,401K PLANS,No match found,,none,,No match found for input: Sailormen,False,our_no_match
Guerrieri,401K PLANS,No match found,,none,,No match found for input: Guerrieri,False,our_no_match
Midsouth paving,401K PLANS,No match found,,none,,No match found for input: Midsouth paving,False,our_no_match
Keswick Hall,ADP,No match found,,none,,No match found for input: Keswick Hall,False,our_no_match
Todco,401K PLANS,No match found,,none,,No match found for input: Todco,False,our_no_match
Pinecrest supports and services,401K PLANS,No match found,,none,,No match found for input: Pinecrest supports and services,False,our_no_match
BANK OF AMERICA CORPORATION,FIDELITY,Merrill Lynch,BANK OF AMERICA CORPORATION,High,curated_override,"Recordkeeper: Merrill Lynch | Matched employer: BANK OF AMERICA CORPORATION | Confidence: High (100%) | Match method: curated_override | Plan: THE BANK OF AMERICA 401(K) PLAN | Participants: 263,860 | Plan year: 2023 | Reason: Bank of America 401(k) participant materials direct employees to Merrill Lynch Benefits OnLine, so this curated override replaces a misleading DOL pension-plan provider row.",False,mismatch
