Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
LOWES COMPANIES INC,PRINCIPAL LIFE INSURANCE COMPANY,Principal,LOWES COMPANIES INC,High,exact_normalized,"Recordkeeper: Principal | Matched employer: LOWES COMPANIES INC | Confidence: High (100%) | Match method: exact_normalized | Plan: LOWES 401(K) PLAN | Participants: 332,243 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
ADAPTHEALTH CORP.,FIDELITY,Fidelity Investments,"ADAPTHEALTH, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: ADAPTHEALTH, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: ADAPTHEALTH 401(K) PROFIT SHARING PLAN AND TRUST | Participants: 11,520 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"HARRIS TEETER SUPERMARKETS, INC.",T. ROWE PRICE,T. Rowe Price,"HARRIS TEETER SUPERMARKETS, INC.",High,exact_normalized,"Recordkeeper: T. Rowe Price | Matched employer: HARRIS TEETER SUPERMARKETS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HARRIS TEETER SUPERMARKETS, INC. RETIREMENT AND SAVINGS PLAN | Participants: 43,184 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"FPL FOOD, LLC",ADP,ADP,"FPL FOOD, LLC",High,exact_normalized,"Recordkeeper: ADP | Matched employer: FPL FOOD, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: FPL FOOD, LLC 401(K) PLAN | Participants: 1,831 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"PACE ANALYTICAL SERVICES, LLC",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"PACE ANALYTICAL SERVICES, LLC",High,exact_normalized,"Recordkeeper: Principal | Matched employer: PACE ANALYTICAL SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: PACE ANALYTICAL RETIREMENT SAVINGS PLAN | Participants: 6,162 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AUTOZONE, INC.",FIDELITY,Fidelity Investments,"AUTOZONE, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AUTOZONE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AUTOZONE, INC. 401(K) PLAN | Participants: 25,858 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"UNITED PARCEL SERVICE OF AMERICA, INC.",VOYA RETIREMENT INSURANCE AND ANNUITY,Voya,"UNITED PARCEL SERVICE OF AMERICA, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: UNITED PARCEL SERVICE OF AMERICA, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: UPS 401(K) SAVINGS PLAN | Participants: 145,125 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Perennial properties,401K PLANS,No match found,,none,,No match found for input: Perennial properties,False,our_no_match
U-HAUL HOLDING COMPANY,FIDELITY,Fidelity Investments,U-HAUL HOLDING COMPANY,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: U-HAUL HOLDING COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: U-HAUL HOLDING COMPANY 401(K) SAVINGS PLAN | Participants: 35,385 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
STARBUCKS CORPORATION,FIDELITY,Fidelity Investments,STARBUCKS CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: STARBUCKS CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: STARBUCKS CORPORATION 401(K) PLAN | Participants: 307,988 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
ALLIED UNIVERSAL CORPORATION,GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,ALLIED UNIVERSAL CORPORATION,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: ALLIED UNIVERSAL CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: ALLIED UNIVERSAL CORPORATION 401(K) RETIREMENT PLAN | Participants: 373 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"ELDORADO COUNTRY CLUB, INC.",ADP,"THE WATERFORD GROUP, LLC","ELDORADO COUNTRY CLUB, INC.",High,exact_normalized,"Recordkeeper: THE WATERFORD GROUP, LLC | Matched employer: ELDORADO COUNTRY CLUB, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ELDORADO COUNTRY CLUB 401(K) PROFIT SHARING PLAN | Participants: 272 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"J. F. SHEA CO., INC.",MASSACHUSETTS MUTUAL LIFE INS,Empower Retirement,"J. F. SHEA COMPANY, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: J. F. SHEA COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: J. F. SHEA COMPANY, INC. RETIREMENT SAVINGS PLAN | Participants: 2,608 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
QES Wireline,401K PLANS,No match found,,none,,No match found for input: QES Wireline,False,our_no_match
Sitterle homes,401K PLANS,No match found,,none,,No match found for input: Sitterle homes,False,our_no_match
State of tennessee,EMPOWER RETIREMENT,Transamerica,TENNESSEE STATE BANK,High,fuzzy,"Recordkeeper: Transamerica | Matched employer: TENNESSEE STATE BANK | Confidence: High (95%) | Match method: fuzzy | Plan: TENNESSEE STATE BANK RETIREMENT PLAN | Participants: 225 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 95, meeting the 92 threshold.",False,mismatch
State of Tennessee,EMPOWER RETIREMENT,Transamerica,TENNESSEE STATE BANK,High,fuzzy,"Recordkeeper: Transamerica | Matched employer: TENNESSEE STATE BANK | Confidence: High (95%) | Match method: fuzzy | Plan: TENNESSEE STATE BANK RETIREMENT PLAN | Participants: 225 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 95, meeting the 92 threshold.",False,mismatch
ACI WORLDWIDE CORP,FIDELITY,Fidelity Investments,ACI WORLDWIDE CORP,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: ACI WORLDWIDE CORP | Confidence: High (100%) | Match method: exact_normalized | Plan: ACI WORLDWIDE CORP 401(K) PLAN | Participants: 2,588 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"A-CORE, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"A-CORE, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: A-CORE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: A-CORE, INC. 401(K) PROFIT SHARING PLAN | Participants: 550 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SAFEWAY ENTERPRISES, LLC",NATIONWIDE,Nationwide,"SAFEWAY ENTERPRISES, LLC",High,exact_normalized,"Recordkeeper: Nationwide | Matched employer: SAFEWAY ENTERPRISES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: SAFEWAY ENTERPRISES, LLC 401(K) PLAN | Participants: 243 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
THE KROGER CO.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,THE KROGER CO.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: THE KROGER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE KROGER CO. SAVINGS PLAN | Participants: 262,794 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"DOORDASH, INC.",FIDELITY,Fidelity Investments,"DOORDASH, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: DOORDASH, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DOORDASH 401(K) PLAN | Participants: 10,627 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
LUBE MANAGEMENT CORP,AMERICAN UNITED,AMERICAN UNITED LIFE INSURANCE CO,LUBE MANAGEMENT CORP.,High,exact_normalized,Recordkeeper: AMERICAN UNITED LIFE INSURANCE CO | Matched employer: LUBE MANAGEMENT CORP. | Confidence: High (100%) | Match method: exact_normalized | Plan: LUBE MANAGEMENT CORP 401K SAFE HARBOR RETIREMENT SAVINGS PLAN | Participants: 319 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"UPSTAGING, INC.","MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,"UPSTAGING, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: UPSTAGING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: UPSTAGING, INC. 401(K) SAVINGS PLAN | Participants: 537 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Tennoco,ADP,No match found,,none,,No match found for input: Tennoco,False,our_no_match
"GRAPHIC PACKAGING INTERNATIONAL, LLC",FIDELITY,Fidelity Investments,"GRAPHIC PACKAGING INTERNATIONAL, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: GRAPHIC PACKAGING INTERNATIONAL, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GPI SAVINGS PLAN | Participants: 12,348 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Firesteel,401K ADMINISTRATORS,No match found,,none,,No match found for input: Firesteel,False,our_no_match
"CONAGRA BRANDS, INC.","MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,"CONAGRA BRANDS, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: CONAGRA BRANDS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CONAGRA BRANDS RETIREMENT INCOME SAVINGS PLAN | Participants: 29,623 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Jane Adams Hull House Association,401K PLANS,No match found,,none,,No match found for input: Jane Adams Hull House Association,False,our_no_match
WALGREEN CO.,FIDELITY,Fidelity Investments,WALGREEN CO.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WALGREEN CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALGREENS RETIREMENT SAVINGS PLAN | Participants: 272,420 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"RACK ROOM SHOES, INC.",GREAT-WEST LIFE AND ANNUITY INSURANCE,Empower Retirement,"RACK ROOM SHOES, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: RACK ROOM SHOES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE DEICHMANN U.S. RETIREMENT BENEFIT PROGRAM | Participants: 3,090 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
THE KROGER CO.,"MERRILL LYNCH, PIERCE, FENNER & SMITH",Merrill Lynch,THE KROGER CO.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: THE KROGER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE KROGER CO. SAVINGS PLAN | Participants: 262,794 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"CARLEY FOUNDRY, INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,ADP,"CARLEY FOUNDRY, INC",High,exact_normalized,"Recordkeeper: ADP | Matched employer: CARLEY FOUNDRY, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: CARLEY FOUNDRY, INC. 401(K) RETIREMENT PLAN | Participants: 193 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"MOUNT OLIVE PICKLE COMPANY, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"MOUNT OLIVE PICKLE COMPANY, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: MOUNT OLIVE PICKLE COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MOUNT OLIVE PICKLE COMPANY, INC. PROFIT SHARING AND SAVINGS PLAN | Participants: 1,300 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"OASIS LIFESTYLE, LLC",ADP,ADP,"OASIS LIFESTYLE, LLC",High,exact_normalized,"Recordkeeper: ADP | Matched employer: OASIS LIFESTYLE, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: OASIS LIFESTYLE 401(K) PLAN | Participants: 318 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"LA PETITE ACADEMY, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"LA PETITE ACADEMY, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: LA PETITE ACADEMY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: LEARNING CARE GROUP RETIREMENT SAVINGS PLAN | Participants: 21,025 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BARNES & NOBLE, INC.",FIDELITY,Fidelity Investments,"BARNES & NOBLE, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: BARNES & NOBLE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BARNES & NOBLE 401(K) PLAN | Participants: 16,118 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"HOT TOPIC, INC.",JOHN HANCOCK LIFE INSURANCE COMPANY,John Hancock,"HOT TOPIC, INC.",High,exact_normalized,"Recordkeeper: John Hancock | Matched employer: HOT TOPIC, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HOT TOPIC 401(K) PLAN | Participants: 5,955 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"GEORGE'S, INC.",BOKF,ADP,"GEORGES ENTERPRISES, LLC",High,exact_normalized,"Recordkeeper: ADP | Matched employer: GEORGES ENTERPRISES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GEORGES ENTERPRISES 401(K) PLAN | Participants: 1,073 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"SOUTHEAST, INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,CAPITAL GROUP RETIREMENT PLAN SVCS.,"SOUTHEAST, INC.",High,exact_normalized,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: SOUTHEAST, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SOUTHEAST, INC. SAFE HARBOR 401(K) PLAN | Participants: 575 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"CLAYTON HOMES, INC.",FIDELITY,Fidelity Investments,"CLAYTON HOMES, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: CLAYTON HOMES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CLAYTON HOMES, INC. 401(K) RETIREMENT PLAN | Participants: 25,014 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BRIGGS & STRATTON, LLC",FIDELITY,Fidelity Investments,"BRIGGS & STRATTON, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: BRIGGS & STRATTON, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: BRIGGS & STRATTON, LLC 401(K) PLAN | Participants: 5,046 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
